eventid,time,latitude,longitude,country,depth,magnitude
usc000guyr,1368389201340,52.498,-171.954,"156 km ENE of Atka, Alaska",8.0,5.4
usc000gur1,1368363550000,-26.157,-69.442,"65 km ENE of Diego de Almagro, Chile",10.0,5.4
usc000guqn,1368363113000,-20.996,-68.673,"163 km N of Calama, Chile",132.6,5.2
usc000gup1,1368356088640,26.716,57.765,"81 km SE of M?n?b, Iran",14.0,5.5
usc000gulu,1368343799440,13.476,-91.376,"75 km SSW of La Gomera, Guatemala",11.0,5.8
usc000guh1,1368317219800,26.404,57.522,"91 km SSE of M?n?b, Iran",17.6,5.5
usc000gudx,1368305217590,-17.965,-175.107,"140 km WNW of Neiafu, Tonga",212.9,6.4
usc000gu5d,1368286761000,-26.161,-69.191,"88 km ENE of Diego de Almagro, Chile",20.0,5.4
usc000gu0m,1368261754290,26.52,57.67,"89 km SE of M?n?b, Iran",15.0,5.0
usc000gtwm,1368243687100,26.53,57.94,"107 km SE of M?n?b, Iran",10.0,5.1
usc000gtwf,1368241787400,26.548,57.926,"105 km SE of M?n?b, Iran",8.9,5.5
usc000gtvs,1368238088500,26.56,57.77,"92 km SE of M?n?b, Iran",15.0,6.1
usc000gtry,1368226365930,-6.496,154.378,"124 km W of Panguna, Papua New Guinea",65.5,5.1
usc000gtil,1368218967560,14.048,-91.486,"26 km SW of Nueva Concepción, Guatemala",65.6,5.1
usc000gteu,1368215764150,-28.983,-13.229,southern Mid-Atlantic Ridge,3.9,5.7
usc000gsrj,1368175108060,67.544,139.3,"198 km E of Batagay, Russia",16.1,5.4
usc000gruq,1368107801670,1.331,128.169,"47 km SSE of Tobelo, Indonesia",110.9,5.0
usc000gqfk,1367958806150,-25.273,70.048,Mid-Indian Ridge,10.6,5.0
usc000gpwn,1367921448700,-19.622,175.051,south of the Fiji Islands,11.0,6.0
usc000gprt,1367893071470,-11.433,166.336,"97 km SE of Lata, Solomon Islands",87.6,5.1
usc000gpgi,1367869822400,-9.159,107.914,"199 km S of Kawalu, Indonesia",23.5,5.1
usc000gp6q,1367846073860,37.412,143.673,"236 km ESE of Ishinomaki, Japan",11.3,5.0
usc000gp4q,1367825583630,-21.375,-176.295,"114 km WSW of Haveluloto, Tonga",9.9,5.5
usc000gnzl,1367807283210,28.434,51.742,"92 km WSW of F?r?z?b?d, Iran",10.0,5.0
usc000gnuk,1367759938300,-9.439,-79.094,"68 km SW of Chimbote, Peru",52.3,5.1
us2013puau,1367710744830,-54.58,-136.737,Pacific-Antarctic Ridge,10.0,5.5
usc000gney,1367660686150,-18.634,-177.873,Fiji region,577.4,5.0
usc000gnd9,1367648862860,1.695,126.263,"145 km E of Laikit, Laikit II (Dimembe), Indonesia",56.4,5.0
usc000gmky,1367572695530,-28.064,-72.41,"171 km WNW of Vallenar, Chile",9.7,5.3
usc000gmj0,1367561412610,52.654,157.263,"75 km WSW of Paratunka, Russia",167.0,5.3
usc000gm5w,1367523651490,2.714,91.548,off the west coast of northern Sumatra,10.0,5.4
usa000hg3x,1367449985000,34.759,141.65,"126 km ESE of ?hara, Japan",9.2,5.4
usc000gl4h,1367433065900,28.229,51.741,"106 km SW of F?r?z?b?d, Iran",23.8,5.1
usb000gjk6,1367401889680,-17.645,167.817,"53 km W of Port-Vila, Vanuatu",26.7,5.1
usb000gjhz,1367391433480,33.061,75.863,"16 km ENE of Bhadarw?h, India",15.0,5.7
usb000gjgt,1367386679000,14.92,123.325,"89 km NNE of Sabang Indan, Philippines",28.2,5.3
usb000giq7,1367332756820,-65.39,179.451,Balleny Islands region,10.0,5.4
usb000gim5,1367319427000,-33.498,-70.739,"6 km SSW of Lo Prado, Chile",89.4,5.0
usb000gimi,1367318052090,0.168,119.826,"119 km N of Palu, Indonesia",44.1,5.3
usb000gilh,1367317988190,0.141,119.839,"116 km N of Palu, Indonesia",58.0,5.3
usb000gih0,1367305008740,17.515,-62.166,Leeward Islands,62.5,5.3
us2013pqaf,1367303123160,37.592,-24.913,Azores Islands region,10.0,5.9
usb000gi6t,1367283815880,51.254,92.402,"48 km SW of Shagonar, Russia",16.6,5.3
usb000ghgp,1367242979670,3.886,95.918,"36 km SW of Meulaboh, Indonesia",61.1,5.0
usb000ghg0,1367240504710,35.702,140.979,"13 km ESE of Hasaki, Japan",35.0,5.6
usb000ghev,1367231445680,5.476,-99.163,east central Pacific Ocean,10.0,5.0
usb000ggvb,1367099492240,-18.328,-69.104,"87 km SW of Curahuara de Carangas, Bolivia",120.8,5.1
us2013plai,1366959208920,-28.681,-178.916,Kermadec Islands region,351.0,6.1
us2013pkas,1366929173420,50.158,157.515,"114 km ESE of Severo-Kuril’sk, Russia",34.4,5.0
usb000gfkm,1366912931160,17.377,147.143,Mariana Islands region,50.6,5.0
usb000gfau,1366841430700,28.382,104.956,"24 km ESE of Xunchang, China",10.0,5.3
usb000gewl,1366812536420,-18.694,169.258,"93 km N of Isangel, Vanuatu",219.6,5.3
usb000gex5,1366812421290,-10.226,161.518,"50 km WNW of Kirakira, Solomon Islands",67.4,5.3
usb000geu9,1366795530040,34.526,70.22,"16 km S of Mehtar L?m, Afghanistan",63.8,5.5
usb000ges7,1366784479170,32.396,139.093,"253 km S of Shimoda, Japan",221.7,5.2
usb000gen8,1366758880630,-3.898,152.127,"33 km N of Rabaul, Papua New Guinea",10.0,6.5
usb000gdyf,1366682815650,18.526,-107.184,"244 km SW of La Cruz de Loreto, Mexico",10.0,5.3
usb000gdx0,1366674047480,-29.787,-176.232,Kermadec Islands region,12.6,5.3
usb000gdhn,1366636577450,50.005,157.408,"117 km SE of Severo-Kuril’sk, Russia",41.9,5.1
usb000gdfh,1366626164560,50.075,157.491,"117 km SE of Severo-Kuril’sk, Russia",51.6,5.1
usb000gdf1,1366621916810,42.859,122.326,"83 km S of Tongliao, China",27.5,5.0
usb000gdcd,1366605396560,51.098,179.392,"289 km WSW of Adak, Alaska",18.0,5.5
usb000gda9,1366593392840,18.081,-102.182,"7 km NNE of Guacamayas, Mexico",30.0,6.0
usb000gd5d,1366552109450,51.663,-178.239,"113 km WSW of Adak, Alaska",44.0,5.6
usb000gd3w,1366535123540,30.317,102.998,"45 km WSW of Linqiong, China",15.7,5.2
usb000gd0r,1366516777540,30.225,103.015,"47 km WSW of Linqiong, China",10.0,5.0
usb000gczl,1366514536220,29.933,138.887,"Izu Islands, Japan region",421.9,6.1
us2013pfbv,1366491223110,30.339,103.06,"39 km WSW of Linqiong, China",10.0,5.1
usb000gcma,1366463889290,50.059,157.268,"106 km SE of Severo-Kuril’sk, Russia",12.6,5.3
usb000gcls,1366463570510,50.099,157.148,"96 km SE of Severo-Kuril’sk, Russia",18.0,6.1
usb000gch7,1366434717540,-54.78,1.173,Bouvet Island region,11.0,5.8
usb000gcgu,1366433472000,-6.292,130.218,"290 km WSW of Tual, Indonesia",108.1,5.9
usb000gcgl,1366429322000,-5.002,152.111,"74 km SSW of Kokopo, Papua New Guinea",65.3,5.7
usb000gcgj,1366428855550,30.187,102.95,"55 km WSW of Linqiong, China",10.0,5.1
usb000gcfp,1366421847920,30.282,102.998,"46 km WSW of Linqiong, China",10.0,5.1
usb000gcf9,1366420310740,30.209,102.862,"62 km WSW of Linqiong, China",10.0,5.0
usb000gcdd,1366416167540,30.308,102.888,"56 km WSW of Linqiong, China",14.0,6.6
usb000gc7n,1366401569550,39.693,143.258,"113 km E of Miyako, Japan",35.0,5.0
usb000gc6m,1366401520250,49.965,157.652,"134 km SE of Severo-Kuril’sk, Russia",15.0,6.1
usb000gc0z,1366393901360,-11.976,121.632,"293 km SW of Kupang, Indonesia",15.2,5.8
usb000gc0d,1366392317210,-14.966,166.857,"24 km WNW of Port-Olry, Vanuatu",48.8,5.2
usb000gbf8,1366340752650,46.221,150.788,"252 km ENE of Kuril’sk, Russia",110.0,7.2
us2013pda1,1366320396200,-34.343,-109.213,southern East Pacific Rise,10.0,5.5
usb000gagm,1366294115420,24.924,123.356,"62 km NE of Yonakuni, Japan",10.0,5.5
usb000g940,1366200211760,38.475,141.63,"29 km ENE of Ishinomaki, Japan",50.5,5.9
usb000g92s,1366197118020,24.845,123.278,"50 km NE of Yonakuni, Japan",10.1,5.0
usb000g915,1366192272170,7.26,124.928,"Mindanao, Philippines",56.4,5.1
usb000g9yi,1366189053900,33.958,139.352,"88 km SSE of Shimoda, Japan",8.8,5.6
usb000g8wb,1366181418070,24.874,123.231,"50 km NNE of Yonakuni, Japan",9.4,5.3
usb000g8w6,1366180979590,24.771,123.306,"45 km NE of Yonakuni, Japan",2.8,5.3
usb000g8ti,1366175103050,-2.768,138.75,"210 km W of Abepura, Indonesia",50.4,5.5
usb000g8rt,1366168552400,28.114,62.354,"112 km E of Kh?sh, Iran",56.2,5.6
usb000g8qd,1366163160090,25.953,99.782,"59 km NW of Dali, China",38.3,5.1
usb000g8my,1366152926680,-3.214,142.542,"23 km ESE of Aitape, Papua New Guinea",13.0,6.6
usb000g89d,1366136549480,-2.249,99.691,"161 km SSW of Padang, Indonesia",25.1,5.0
usb000g7y1,1366111567390,-6.149,104.716,"99 km SW of Bandar Lampung, Indonesia",63.8,5.2
usb000g7x7,1366109060180,28.033,61.996,"79 km ESE of Kh?sh, Iran",80.0,7.7
usb000g7w7,1366106422560,-6.589,154.434,"120 km WSW of Panguna, Papua New Guinea",7.0,5.7
usb000g7ve,1366103129020,-11.736,165.175,"130 km SSW of Lata, Solomon Islands",10.0,5.1
usb000g7uy,1366101254090,28.887,95.15,"Arunachal Pradesh, India",39.5,5.2
usb000g7pu,1366084125910,0.981,125.041,"38 km SSE of Tondano, Indonesia",99.6,5.0
usb000g7lm,1366066625990,-15.962,-177.508,"193 km SSE of Alo, Wallis and Futuna",445.9,5.0
usb000g6nx,1365945902290,37.572,141.307,"28 km ENE of Namie, Japan",57.3,5.3
usb000g6n2,1365933068100,15.436,-46.639,northern Mid-Atlantic Ridge,10.0,5.1
usb000g6m6,1365916288200,1.496,126.205,"136 km E of Laikit, Laikit II (Dimembe), Indonesia",9.7,5.1
usb000g6lc,1365903142640,-6.475,154.607,"98 km W of Panguna, Papua New Guinea",31.0,6.6
usb000g6kd,1365898792860,-6.504,154.602,"99 km WSW of Panguna, Papua New Guinea",35.0,5.1
usb000g6it,1365893390550,-19.141,169.535,"51 km NNE of Isangel, Vanuatu",280.2,6.0
us2013nyax,1365890846500,-6.24,130.946,"211 km WSW of Tual, Indonesia",84.2,5.0
usb000g6e9,1365884858740,-5.561,131.121,"180 km W of Tual, Indonesia",91.1,5.0
usb000g64f,1365844744880,-45.85,-75.697,"228 km W of Puerto Chacabuco, Chile",10.0,5.4
usb000g63h,1365836938560,-6.302,147.817,"28 km N of Finschhafen, Papua New Guinea",71.9,5.1
usb000g5yg,1365798797540,34.369,134.828,"6 km WNW of Sumoto, Japan",14.0,5.8
usb000g5t4,1365783745410,-17.725,-178.927,"189 km ENE of Levuka, Fiji",522.2,5.0
usb000g5pd,1365762852880,4.43,127.697,"270 km ESE of Sarangani, Philippines",121.4,5.4
usb000g5l8,1365749849100,-21.808,-176.423,"144 km WSW of Haveluloto, Tonga",63.1,5.2
usb000g5j2,1365738309700,17.772,-101.597,"5 km NE of Pantla, Mexico",37.1,5.2
usb000g4z6,1365694108790,-17.34,175.059,"255 km WNW of Nadi, Fiji",21.4,5.7
usb000g4nw,1365652022930,19.258,95.623,"44 km ESE of Myaydo, Myanmar",9.9,5.5
usb000g4ca,1365625226800,20.722,122.064,"31 km NNE of Basco, Philippines",11.5,5.8
usb000g4br,1365623968870,2.642,127.28,"129 km NW of Tobelo, Indonesia",60.3,5.0
usb000g4a2,1365621241540,15.52,-87.159,"8 km S of San Antonio, Honduras",3.5,5.4
usb000g49w,1365621125780,-11.319,166.24,"81 km SE of Lata, Solomon Islands",10.0,5.3
usb000g43v,1365610821260,-10.751,-75.291,"2 km WSW of Villa Rica, Peru",102.8,5.1
usb000g3ts,1365580799420,28.399,51.73,"95 km WSW of F?r?z?b?d, Iran",10.0,5.2
usb000g3p7,1365559107200,28.355,51.62,"102 km SE of Bushehr, Iran",15.0,5.4
usb000g2yd,1365509141000,28.46,51.56,"90 km SE of Bushehr, Iran",11.0,5.4
usb000g2y5,1365508369920,28.428,51.593,"95 km SE of Bushehr, Iran",12.0,6.4
usb000g2v7,1365497741480,46.792,152.615,Kuril Islands,46.4,5.1
usb000g2sh,1365478587510,36.488,23.032,"22 km S of Géfyra, Greece",18.9,5.0
usb000g2b9,1365447224370,-7.091,106.072,"54 km WSW of Pelabuhanratu, Indonesia",56.4,5.3
usb000g1n8,1365344540380,-55.725,-26.697,South Sandwich Islands region,13.7,5.1
usb000g1jk,1365298281470,17.462,147.29,"298 km NNE of Saipan, Northern Mariana Islands",61.4,5.3
usb000g17s,1365251276610,-4.202,142.496,"35 km W of Ambunti, Papua New Guinea",127.4,5.1
usb000g17r,1365251225780,-19.488,-175.111,"87 km WNW of Pangai, Tonga",124.5,5.0
usb000g171,1365247567360,34.804,24.087,"3 km S of Kastrí, Greece",34.1,5.3
usb000g16s,1365245740990,-4.681,153.148,"104 km ESE of Kokopo, Papua New Guinea",58.3,5.1
us2013nrbl,1365244160040,-55.633,-123.207,southern East Pacific Rise,9.9,5.5
usb000g15w,1365234630920,-3.474,138.466,"259 km WSW of Abepura, Indonesia",72.6,5.1
usb000g13s,1365223355860,-3.517,138.476,"260 km WSW of Abepura, Indonesia",66.0,7.0
usb000g128,1365208195090,42.726,130.976,"13 km NW of Zarubino, Russia",562.8,5.8
usb000g112,1365202501600,36.454,71.457,"26 km SSW of Ashk?sham, Afghanistan",103.9,5.4
usb000g1a2,1365201105290,-55.8,-124.27,southern East Pacific Rise,24.3,5.5
usb000g0zc,1365198777270,37.383,144.546,"off the east coast of Honshu, Japan",8.0,5.0
usb000g0tx,1365192052770,36.762,141.342,"51 km SE of Iwaki, Japan",48.5,5.4
usb000g0t0,1365191757320,-4.269,152.697,"New Britain region, Papua New Guinea",46.0,5.1
usb000g0qz,1365189897380,43.444,145.9,"29 km ENE of Nemuro, Japan",98.7,5.1
usb000g0lm,1365183328850,0.219,98.645,"146 km SSW of Padangsidempuan, Indonesia",31.8,5.0
ak0134dcewlk,1365170644566,56.9192,-156.2346,"96 km SE of Ugashik, Alaska",71.5,5.0
usb000g0d7,1365167554620,-15.268,-172.686,"141 km ENE of Hihifo, Tonga",35.0,5.1
usb000g0cq,1365166802130,42.736,131.003,"13 km NNW of Zarubino, Russia",563.3,6.3
usb000g0at,1365156002970,-32.036,-177.437,south of the Kermadec Islands,10.0,5.0
usb000g05s,1365127128640,17.226,-100.54,"9 km E of Técpan de Galeana, Mexico",35.0,5.3
usb000g03h,1365122384590,-56.37,-26.586,South Sandwich Islands region,56.3,5.1
usb000fzn7,1365088586520,19.247,95.745,"57 km ESE of Myaydo, Myanmar",10.7,5.1
usb000fzlr,1365084615180,-5.568,147.195,"129 km N of Lae, Papua New Guinea",185.7,5.3
usb000fzik,1365057092040,36.403,71.106,"49 km SW of Ashk?sham, Afghanistan",239.5,5.3
usb000fzif,1365053349750,-4.146,102.534,"48 km SE of Bengkulu, Indonesia",70.5,5.1
usb000fzi6,1365050557820,35.705,140.792,"4 km SW of Hasaki, Japan",10.0,5.0
usb000fzgv,1365042427050,15.852,121.702,"19 km ENE of Suklayin, Philippines",47.4,5.1
usb000fz4w,1365014486550,36.695,144.069,"286 km ESE of Namie, Japan",10.4,5.1
usb000fz1t,1365006945110,19.223,95.646,"48 km ESE of Myaydo, Myanmar",6.0,5.4
usb000fywv,1364991288240,-2.496,138.77,"207 km W of Abepura, Indonesia",72.4,5.3
us2013nmdv,1364924794260,-10.907,166.022,"31 km SE of Lata, Solomon Islands",10.2,5.0
us2013nmaz,1364915621370,-7.363,128.557,"214 km NE of Lospalos, Timor Leste",158.1,5.2
usb000fy5i,1364913295090,-40.445,45.382,Southwest Indian Ridge,9.0,5.9
usb000fy28,1364900480930,-40.381,45.417,Southwest Indian Ridge,10.0,5.4
usb000fxxk,1364868527760,39.506,143.155,"103 km E of Yamada, Japan",16.8,5.5
usb000fxws,1364864356570,66.426,-17.599,"44 km NNW of Norðurþing, Iceland",10.0,5.3
usb000fxj9,1364846672370,39.54,143.066,"96 km E of Yamada, Japan",15.6,5.1
usb000fxh7,1364842397420,39.526,143.167,"104 km E of Yamada, Japan",14.0,6.0
usb000fx1s,1364749688180,-65.552,-177.804,Pacific-Antarctic Ridge,10.0,5.6
usb000fwxu,1364715977640,38.868,141.936,"29 km SE of ?funato, Japan",35.0,5.3
usb000fwtl,1364680083250,-20.953,176.509,south of the Fiji Islands,44.7,5.1
usb000fwlj,1364666625850,12.214,143.808,"149 km SW of Merizo Village, Guam",26.0,5.3
usb000fwkl,1364664647180,-9.492,-79.054,"68 km SW of Chimbote, Peru",35.0,5.4
usb000fwb9,1364608240050,10.032,126.247,"22 km E of Santa Monica, Philippines",10.0,5.5
usb000fw9h,1364598926020,-36.094,-100.432,southeast of Easter Island,10.0,5.4
usp000jzzk,1364589723610,-4.23,152.888,"69 km E of Kokopo, Papua New Guinea",10.0,5.0
usb000fvyw,1364589480440,-5.417,151.754,"131 km SSW of Kokopo, Papua New Guinea",64.7,5.0
us2013nidy,1364582593980,-59.994,-29.664,South Sandwich Islands region,20.9,5.0
usb000fvhe,1364542256900,-35.367,-72.729,"29 km W of Constitución, Chile",9.0,5.4
usb000fvgf,1364536865890,-4.789,151.63,"86 km SW of Kokopo, Papua New Guinea",142.9,5.1
usb000fvfx,1364533269590,43.458,86.848,"71 km SSW of Changji, China",20.0,5.2
usp000jzyp,1364444739620,-28.069,-176.665,Kermadec Islands region,15.0,5.6
usb000fub3,1364441664510,-23.538,-175.427,"249 km SSW of ‘Ohonua, Tonga",10.0,5.5
usb000ftiv,1364366570760,-57.324,-24.868,South Sandwich Islands region,38.0,5.3
usb000ftid,1364363985400,-57.376,-24.838,South Sandwich Islands region,35.1,5.4
usb000ftgc,1364349799820,23.828,121.215,"29 km ESE of Puli, Taiwan",19.0,5.9
usb000ftet,1364340924540,43.219,41.637,"42 km N of Tqvarch'eli, Georgia",10.0,5.1
usb000fszu,1364319384360,-33.284,-179.518,south of the Kermadec Islands,48.7,5.4
us2013nfdd,1364319239540,-21.422,-175.431,"36 km SW of Vaini, Tonga",92.3,5.0
usb000fsz8,1364318638100,-9.353,120.278,"33 km N of Waingapu, Indonesia",68.7,5.5
usb000fssk,1364303538020,16.233,-98.181,"1 km ESE of Corralero, Mexico",12.5,5.0
usb000fssd,1364303088100,16.184,-98.152,"7 km SSE of Corralero, Mexico",10.0,5.5
usb000fshy,1364252532770,14.487,-90.463,"3 km NW of Fraijanes, Guatemala",189.0,6.2
usb000fs7c,1364212495520,-11.458,117.193,"south of Sumbawa, Indonesia",10.0,5.1
usb000fs6h,1364200202780,3.063,125.691,"191 km NNE of Laikit, Laikit II (Dimembe), Indonesia",140.3,5.0
usb000fs5g,1364190913520,-59.615,-26.367,South Sandwich Islands region,81.6,5.1
usb000fs5c,1364189129770,-16.634,-171.937,"212 km ESE of Hihifo, Tonga",10.0,5.2
usb000fs2c,1364158812190,-12.317,166.181,"181 km SSE of Lata, Solomon Islands",38.3,5.1
usb000fs1n,1364153252550,-21.471,170.084,"228 km E of Tadine, New Caledonia",98.7,5.1
usb000frwy,1364112825130,-20.757,173.37,Vanuatu region,10.0,6.1
usb000frv8,1364098713980,50.731,160.159,"269 km ESE of Ozernovskiy, Russia",8.0,5.9
usb000frtb,1364088955660,-6.788,148.401,"66 km ESE of Finschhafen, Papua New Guinea",47.5,5.0
usb000frir,1364044442240,-60.729,-19.315,east of the South Sandwich Islands,10.0,5.0
usb000frdz,1363992053800,-28.044,-176.568,Kermadec Islands region,11.7,5.5
usb000fqwi,1363961937450,-55.155,-21.714,southwestern Atlantic Ocean,10.0,5.0
usb000fq2q,1363843655460,-22.065,-179.516,south of the Fiji Islands,592.6,5.0
usb000fpy9,1363818540150,55.502,-34.949,Reykjanes Ridge,10.0,5.3
usb000fpmx,1363799891690,-31.718,-177.755,Kermadec Islands region,35.0,5.0
usb000fpj7,1363788148380,-22.065,-179.49,south of the Fiji Islands,581.0,5.1
us2013mycw,1363725291390,-20.962,176.414,south of the Fiji Islands,35.0,5.0
usb000fnyt,1363718215030,-16.846,-171.469,"267 km ESE of Hihifo, Tonga",16.0,5.4
usb000fny9,1363717375000,-20.961,176.631,south of the Fiji Islands,31.2,5.1
usb000fnwg,1363715459340,-20.128,66.283,Mauritius - Reunion region,10.0,5.0
usb000fnl4,1363663738790,-58.892,-24.331,South Sandwich Islands region,20.0,5.9
usb000fmmh,1363578876140,-6.291,130.914,"216 km WSW of Tual, Indonesia",79.6,5.1
usb000flv7,1363451982730,-6.144,149.947,"44 km E of Kandrian, Papua New Guinea",65.0,5.1
usb000flu6,1363437400070,-4.593,151.93,"46 km SW of Kokopo, Papua New Guinea",166.0,5.0
usb000flq3,1363390651080,0.863,-85.229,off the coast of Ecuador,21.8,5.5
usb000flan,1363340805640,-26.168,70.728,Indian Ocean Triple Junction,10.0,5.4
usb000fkpv,1363232746570,7.539,-82.691,south of Panama,10.0,5.0
usb000fk6u,1363176663340,-6.732,148.687,"94 km ESE of Finschhafen, Papua New Guinea",10.0,5.0
usb000fk6g,1363174126210,-6.007,148.237,"74 km NE of Finschhafen, Papua New Guinea",10.0,5.1
usb000fk1l,1363144372180,60.233,163.4,"111 km N of Ossora, Russia",5.0,5.8
usp000jzrc,1363144024480,-8.798,-131.921,South Pacific Ocean,10.0,5.5
usb000fjx1,1363123948270,39.302,141.844,"3 km NW of Kamaishi, Japan",72.7,5.0
usb000fjug,1363119010710,-6.65,148.364,"58 km E of Finschhafen, Papua New Guinea",10.0,5.0
usb000fjuc,1363118701140,-6.651,148.389,"60 km E of Finschhafen, Papua New Guinea",10.0,5.0
usb000fjkn,1363074729380,-55.437,-27.75,South Sandwich Islands region,10.0,5.0
usb000fiww,1363021933540,-11.531,165.186,"111 km SW of Lata, Solomon Islands",10.0,5.5
usb000fis0,1363006332200,-43.349,39.564,Prince Edward Islands region,10.0,5.0
usb000fiqa,1362994492170,31.603,131.534,"15 km E of Nichinan, Japan",36.9,5.2
usb000fim7,1362970897460,40.119,77.466,"145 km ENE of Kashgar, China",10.0,5.4
usb000fim1,1362968147090,-6.673,148.407,"63 km ESE of Finschhafen, Papua New Guinea",27.0,5.4
usb000filu,1362966204120,-6.662,148.455,"68 km E of Finschhafen, Papua New Guinea",14.2,5.5
usb000fil3,1362960341370,-6.783,148.368,"62 km ESE of Finschhafen, Papua New Guinea",10.0,5.0
usb000fij4,1362955910800,-6.598,148.174,"36 km E of Finschhafen, Papua New Guinea",28.0,6.5
ak01336e9om8,1362935464966,59.3119,-154.2076,"31 km SSE of Pope-Vannoy Landing, Alaska",9.0,5.2
usb000fic3,1362934159800,-5.299,151.519,"134 km SW of Kokopo, Papua New Guinea",60.0,5.7
usb000fi8j,1362910695300,12.811,-90.64,"123 km SW of Acajutla, El Salvador",8.0,5.5
usb000fi74,1362894044390,12.505,141.993,Mariana Islands region,35.0,5.0
usb000fi6j,1362888483720,0.017,125.592,"161 km SSE of Tondano, Indonesia",27.6,5.0
usb000fi0q,1362855401850,-53.249,21.539,south of Africa,10.0,5.0
usb000fhzf,1362848760160,-10.693,164.769,"112 km W of Lata, Solomon Islands",28.1,5.0
usb000fhxq,1362840988810,50.892,157.218,"80 km ENE of Severo-Kuril’sk, Russia",39.0,5.8
usb000fhr6,1362775402680,-20.918,-173.831,"125 km ENE of ‘Ohonua, Tonga",6.5,5.3
usb000fhd5,1362718520490,-5.228,125.773,Banda Sea,14.4,5.2
usb000fh5e,1362689752860,-18.97,169.377,"64 km N of Isangel, Vanuatu",236.5,5.5
usb000fgyd,1362638365060,-43.437,39.571,Prince Edward Islands region,10.0,5.1
usb000fgws,1362627406090,24.31,121.49,"38 km NNW of Hualien City, Taiwan",15.2,5.5
us2013mka1,1362588586540,28.758,82.294,"57 km E of Dailekh, Nepal",10.0,5.0
usc000fgyu,1362572894600,-43.417,39.673,Prince Edward Islands region,10.0,5.1
usc000fgx6,1362565853700,-43.473,39.988,Prince Edward Islands region,10.0,5.2
usc000fgwt,1362563574280,-4.769,152.868,"81 km SE of Kokopo, Papua New Guinea",10.0,5.1
usc000fgwh,1362561358780,-22.396,171.055,southeast of the Loyalty Islands,12.0,5.5
usc000fgvd,1362553231900,-31.06,-177.441,Kermadec Islands region,8.3,5.1
usc000fgmp,1362515565540,27.386,128.304,"91 km NNE of Nago, Japan",51.1,5.3
usp000jzn4,1362504890050,-15.137,-174.388,"110 km NW of Hihifo, Tonga",205.3,5.0
usc000fgdm,1362483621800,-19.453,167.746,"161 km W of Isangel, Vanuatu",42.2,5.0
usc000fgb4,1362472433190,67.644,142.415,"186 km SW of Belaya Gora, Russia",10.0,5.2
usc000fgal,1362468660380,-5.19,152.606,"100 km SSE of Kokopo, Papua New Guinea",10.0,5.0
usc000fga6,1362464467190,-5.121,152.554,"91 km SSE of Kokopo, Papua New Guinea",10.0,5.2
usc000fga1,1362463594010,-5.214,152.559,"New Britain region, Papua New Guinea",22.0,5.8
usc000fg8q,1362455908680,-5.136,152.594,"94 km SSE of Kokopo, Papua New Guinea",10.0,5.1
usc000fg2g,1362430595370,50.813,157.223,Kuril Islands,49.2,5.3
usc000fff5,1362289276940,25.98,99.812,"59 km NW of Dali, China",8.0,5.2
usc000ffei,1362281121170,-7.189,145.901,"81 km W of Bulolo, Papua New Guinea",190.4,5.6
usc000ffef,1362280346010,38.606,71.594,"70 km S of Karakenja, Tajikistan",11.6,5.1
usc000ffca,1362260840010,-3.465,145.156,"137 km ENE of Angoram, Papua New Guinea",10.0,5.4
usc000ff9d,1362245567160,-60.289,-26.764,South Sandwich Islands region,63.8,5.1
usc000ff8m,1362238998630,-11.365,165.057,"107 km SW of Lata, Solomon Islands",10.0,5.0
usc000ff4h,1362187838630,24.677,92.222,"25 km SSW of Kar?mganj, India",38.7,5.2
usc000ff3i,1362183068350,5.511,126.982,"129 km SE of Pondaguitan, Philippines",86.6,5.1
usp000jzkj,1362160478710,-10.896,165.024,"86 km WSW of Lata, Solomon Islands",10.0,5.0
usp000jzkf,1362158773910,-11.688,164.942,"141 km SW of Lata, Solomon Islands",10.0,5.0
usc000feww,1362144049930,50.958,157.408,"87 km SE of Ozernovskiy, Russia",29.0,6.5
usc000fewp,1362142431070,50.895,157.453,"94 km SE of Ozernovskiy, Russia",33.0,6.4
usc000fes2,1362108586760,21.76,143.98,Mariana Islands region,153.2,5.4
usc000fee8,1362074868310,-10.892,165.921,"22 km SE of Lata, Solomon Islands",39.0,5.8
usc000febi,1362060350250,50.954,157.283,"81 km SE of Ozernovskiy, Russia",41.0,6.9
usc000fe8q,1362020984550,-17.721,167.338,Vanuatu,18.0,5.9
usc000fe5b,1362003943920,43.22,-126.564,"175 km W of Langlois, Oregon",10.0,5.2
usc000fdvg,1361947790750,-31.067,-177.563,Kermadec Islands region,4.3,5.1
usc000fdqt,1361915028510,53.084,157.936,"25 km WNW of Paratunka, Russia",134.3,5.3
usc000fdp4,1361911495760,26.617,129.12,"112 km E of Nago, Japan",14.5,5.0
usc000fdn6,1361908675800,-21.503,-179.388,Fiji region,624.7,5.7
pr13057002,1361898454800,19.2504,-67.9645,Mona Passage,8.0,5.1
usc000fdki,1361894249010,-21.635,-174.371,"68 km ESE of ‘Ohonua, Tonga",23.6,5.1
usc000fddz,1361835479590,-48.384,-87.123,southern Pacific Ocean,10.0,5.2
usb000fii5,1361813431670,-11.063,166.008,"43 km SSE of Lata, Solomon Islands",10.0,5.0
usc000fd76,1361808019640,29.011,131.505,"164 km SE of Koshima, Japan",45.5,5.4
